map,started_timestamp,duration,irl_duration,game_id,avg_elo,num_players,team_0_elo,team_1_elo,replay_enhanced,leaderboard,mirror,patch,raw_match_type,game_type,game_speed,starting_age,winner,team,feudal_age_uptime,castle_age_uptime,imperial_age_uptime,old_rating,new_rating,match_rating_diff,replay_summary_raw,profile_id,civ,opening
black_forest,2025-01-17 18:45:01+00:00,0 days 00:19:41.500000,0 days 00:11:35,365931925,993.75,4,987.5,1000.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,980,997,-12.5,{},4633146,cumans,
black_forest,2025-01-17 18:45:01+00:00,0 days 00:19:41.500000,0 days 00:11:35,365931925,993.75,4,987.5,1000.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1000,950,12.5,{},21446042,franks,
black_forest,2025-01-17 18:45:01+00:00,0 days 00:19:41.500000,0 days 00:11:35,365931925,993.75,4,987.5,1000.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,995,1011,-12.5,{},4648150,bulgarians,
black_forest,2025-01-17 18:45:01+00:00,0 days 00:19:41.500000,0 days 00:11:35,365931925,993.75,4,987.5,1000.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1000,950,12.5,{},319246,mayans,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,936,953,-38.0,{},6351294,franks,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,967,949,38.0,{},9348234,celts,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,891,910,-38.0,{},6354441,georgians,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,921,905,38.0,{},9574393,vietnamese,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,914,932,-38.0,{},6349489,incas,
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,967,949,38.0,{},9347862,sicilians,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,0,,,,775,758,56.0,{},2964960,portuguese,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,1,,,,746,764,-56.0,{},16864464,slavs,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,0,,,,817,798,56.0,{},3213437,italians,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,1,,,,744,763,-56.0,{},18083143,tatars,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,False,0,,,,810,791,56.0,{},20903315,celts,
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark,True,1,,,,744,763,-56.0,{},14929641,vikings,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1134,1148,31.0,{},2540021,ethiopians,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1084,1070,-31.0,{},19842487,mayans,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1089,1106,31.0,{},1686872,cumans,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1081,1067,-31.0,{},18429084,magyars,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1173,1186,31.0,{},21059165,burgundians,
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1138,1122,-31.0,{},16736579,franks,
arabia,2025-01-16 11:34:40+00:00,0 days 00:06:22.500000,0 days 00:03:45,365658219,1466.5,2,1439.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1439,1426,-55.0,{},487653,magyars,
arabia,2025-01-16 11:34:40+00:00,0 days 00:06:22.500000,0 days 00:03:45,365658219,1466.5,2,1439.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1494,1507,55.0,{},8510744,huns,
arabia,2025-01-14 08:48:35+00:00,0 days 00:02:55.100000,0 days 00:01:43,365250295,883.0,2,878.0,888.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,878,916,-10.0,{},21843397,byzantines,
arabia,2025-01-14 08:48:35+00:00,0 days 00:02:55.100000,0 days 00:01:43,365250295,883.0,2,878.0,888.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,888,872,10.0,{},5114204,incas,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1070,1083,26.75,{},18289114,persians,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,1075,1057,-26.75,{},2564477,huns,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1053,1067,26.75,{},17473611,turks,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,993,979,-26.75,{},11952771,persians,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,957,1012,26.75,{},10150131,tatars,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,994,980,-26.75,{},6012855,saracens,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1075,1088,26.75,{},1051000,italians,
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,986,972,-26.75,{},17842537,burgundians,
megarandom,2025-01-14 02:21:15+00:00,0 days 00:32:48.600000,0 days 00:19:18,365210916,1040.5,2,1025.0,1056.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1025,1010,-31.0,{},19194895,bohemians,
megarandom,2025-01-14 02:21:15+00:00,0 days 00:32:48.600000,0 days 00:19:18,365210916,1040.5,2,1025.0,1056.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1056,1071,31.0,{},17601900,spanish,
arena,2025-01-12 14:24:23+00:00,0 days 00:57:05.500000,0 days 00:33:35,364853354,1070.0,4,1090.0,1050.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,1071,1086,40.0,{},2412593,cumans,
arena,2025-01-12 14:24:23+00:00,0 days 00:57:05.500000,0 days 00:33:35,364853354,1070.0,4,1090.0,1050.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1053,1039,-40.0,{},2330950,goths,
arena,2025-01-12 14:24:23+00:00,0 days 00:57:05.500000,0 days 00:33:35,364853354,1070.0,4,1090.0,1050.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,1109,1122,40.0,{},261657,celts,
arena,2025-01-12 14:24:23+00:00,0 days 00:57:05.500000,0 days 00:33:35,364853354,1070.0,4,1090.0,1050.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1047,1033,-40.0,{},4739374,vietnamese,
gold_rush,2025-01-18 22:02:10+00:00,0 days 00:52:18.200000,0 days 00:30:46,366233042,829.0,4,816.0,842.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,816,833,-26.0,{},21139273,mayans,
gold_rush,2025-01-18 22:02:10+00:00,0 days 00:52:18.200000,0 days 00:30:46,366233042,829.0,4,816.0,842.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,854,836,26.0,{},517309,britons,
gold_rush,2025-01-18 22:02:10+00:00,0 days 00:52:18.200000,0 days 00:30:46,366233042,829.0,4,816.0,842.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,816,833,-26.0,{},10165108,spanish,
gold_rush,2025-01-18 22:02:10+00:00,0 days 00:52:18.200000,0 days 00:30:46,366233042,829.0,4,816.0,842.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,830,813,26.0,{},2774794,vikings,
arena,2025-01-16 09:38:22+00:00,0 days 00:25:23.200000,0 days 00:14:56,365648276,870.5,2,852.0,889.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,852,870,-37.0,{},19146431,turks,
arena,2025-01-16 09:38:22+00:00,0 days 00:25:23.200000,0 days 00:14:56,365648276,870.5,2,852.0,889.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,889,871,37.0,{},3148145,khmer,
arabia,2025-01-16 00:10:35+00:00,0 days 00:04:26.900000,0 days 00:02:37,365587982,1175.5,2,1172.0,1179.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,1172,1188,-7.0,{},2903056,vikings,
arabia,2025-01-16 00:10:35+00:00,0 days 00:04:26.900000,0 days 00:02:37,365587982,1175.5,2,1172.0,1179.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,1179,1163,7.0,{},6702744,vietnamese,
arabia,2025-01-12 17:08:56+00:00,0 days 00:57:44.600000,0 days 00:33:58,364892745,1382.5,2,1379.0,1386.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,1379,1395,-7.0,{},2412878,sicilians,
arabia,2025-01-12 17:08:56+00:00,0 days 00:57:44.600000,0 days 00:33:58,364892745,1382.5,2,1379.0,1386.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,1386,1370,7.0,{},1162254,persians,
african_clearing,2025-01-12 22:26:24+00:00,0 days 00:37:17.200000,0 days 00:21:56,364971261,958.0,2,977.0,939.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,977,991,38.0,{},1567819,chinese,
african_clearing,2025-01-12 22:26:24+00:00,0 days 00:37:17.200000,0 days 00:21:56,364971261,958.0,2,977.0,939.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,939,925,-38.0,{},20347923,sicilians,
nomad,2025-01-18 21:37:25+00:00,0 days 00:29:53.500000,0 days 00:17:35,366226985,860.25,4,863.0,857.5,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,850,866,5.5,{},2351225,franks,
nomad,2025-01-18 21:37:25+00:00,0 days 00:29:53.500000,0 days 00:17:35,366226985,860.25,4,863.0,857.5,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,860,844,-5.5,{},3110364,incas,
nomad,2025-01-18 21:37:25+00:00,0 days 00:29:53.500000,0 days 00:17:35,366226985,860.25,4,863.0,857.5,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,876,891,5.5,{},10257583,sicilians,
nomad,2025-01-18 21:37:25+00:00,0 days 00:29:53.500000,0 days 00:17:35,366226985,860.25,4,863.0,857.5,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,855,839,-5.5,{},2315176,malay,
african_clearing,2025-01-18 14:40:28+00:00,0 days 00:49:53.700000,0 days 00:29:21,366130066,1213.5,2,1236.0,1191.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,1236,1250,45.0,{},5579483,georgians,
african_clearing,2025-01-18 14:40:28+00:00,0 days 00:49:53.700000,0 days 00:29:21,366130066,1213.5,2,1236.0,1191.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,1191,1177,-45.0,{},2569248,mongols,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1039,1058,-15.5,{},6319006,turks,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,1098,1082,15.5,{},5331647,bohemians,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1100,1116,-15.5,{},15300714,mongols,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,1099,1082,15.5,{},3352958,franks,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1120,1135,-15.5,{},17039559,gurjaras,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,1120,1103,15.5,{},3133161,mongols,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,0,,,,1093,1109,-15.5,{},4613615,poles,
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,1,,,,1097,1081,15.5,{},11482629,persians,
arabia,2025-01-13 20:42:30+00:00,0 days 00:46:51.800000,0 days 00:27:34,365155439,1298.5,2,1270.0,1327.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1270,1257,-57.0,{},582263,huns,
arabia,2025-01-13 20:42:30+00:00,0 days 00:46:51.800000,0 days 00:27:34,365155439,1298.5,2,1270.0,1327.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1327,1340,57.0,{},4772786,aztecs,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1242,1226,14.75,{},2648575,teutons,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1263,1246,14.75,{},2387925,slavs,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1260,1276,-14.75,{},21147061,khmer,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1204,1222,-14.75,{},2848187,huns,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1244,1228,14.75,{},230570,georgians,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1248,1264,-14.75,{},14435536,georgians,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1260,1243,14.75,{},6145652,koreans,
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1238,1255,-14.75,{},6075991,romans,
arabia,2025-01-15 04:07:20+00:00,0 days 00:01:04.600000,0 days 00:00:38,365425013,1093.0,2,1089.0,1097.0,False,random_map,False,125283,6,random_map,normal,dark,True,0,,,,1089,1105,-8.0,{},6209495,aztecs,
arabia,2025-01-15 04:07:20+00:00,0 days 00:01:04.600000,0 days 00:00:38,365425013,1093.0,2,1089.0,1097.0,False,random_map,False,125283,6,random_map,normal,dark,False,1,,,,1097,1081,8.0,{},20400289,ethiopians,
arabia,2025-01-12 12:21:43+00:00,0 days 00:57:03.800000,0 days 00:33:34,364827339,1479.5,2,1465.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1465,1450,-29.0,{},9707470,franks,
arabia,2025-01-12 12:21:43+00:00,0 days 00:57:03.800000,0 days 00:33:34,364827339,1479.5,2,1465.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1494,1509,29.0,{},1284731,mongols,
land_nomad,2025-01-18 20:24:41+00:00,0 days 00:35:09.700000,0 days 00:20:41,366208573,831.25,4,828.5,834.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,783,801,-5.5,{},19363855,gurjaras,
land_nomad,2025-01-18 20:24:41+00:00,0 days 00:35:09.700000,0 days 00:20:41,366208573,831.25,4,828.5,834.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,835,819,5.5,{},8926724,japanese,
land_nomad,2025-01-18 20:24:41+00:00,0 days 00:35:09.700000,0 days 00:20:41,366208573,831.25,4,828.5,834.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,874,888,-5.5,{},19096953,goths,
land_nomad,2025-01-18 20:24:41+00:00,0 days 00:35:09.700000,0 days 00:20:41,366208573,831.25,4,828.5,834.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,833,817,5.5,{},646044,bohemians,
arabia,2025-01-18 16:08:02+00:00,0 days 00:15:55.400000,0 days 00:09:22,366149514,860.5,2,863.0,858.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,863,822,5.0,{},20333246,chinese,
arabia,2025-01-18 16:08:02+00:00,0 days 00:15:55.400000,0 days 00:09:22,366149514,860.5,2,863.0,858.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,858,874,-5.0,{},5657279,cumans,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1146,1132,5.0,{},2794904,mongols,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1173,1190,-5.0,{},15327386,mongols,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1228,1210,5.0,{},17808762,magyars,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1209,1224,-5.0,{},11624054,malians,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1215,1198,5.0,{},1655620,huns,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1226,1241,-5.0,{},4903270,italians,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,False,0,,,,1204,1187,5.0,{},6112291,cumans,
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark,True,1,,,,1165,1183,-5.0,{},3241475,huns,
arabia,2025-01-13 17:44:43+00:00,0 days 00:33:10.700000,0 days 00:19:31,365118836,1625.5,2,1607.0,1644.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1607,1593,-37.0,{},675679,turks,
arabia,2025-01-13 17:44:43+00:00,0 days 00:33:10.700000,0 days 00:19:31,365118836,1625.5,2,1607.0,1644.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1644,1658,37.0,{},454934,magyars,
arabia,2025-01-14 22:57:58+00:00,0 days 00:27:18.800000,0 days 00:16:04,365380313,1315.25,4,1297.5,1333.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,1295,1313,-35.5,{},15444891,magyars,
arabia,2025-01-14 22:57:58+00:00,0 days 00:27:18.800000,0 days 00:16:04,365380313,1315.25,4,1297.5,1333.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1333,1315,35.5,{},6126393,huns,
arabia,2025-01-14 22:57:58+00:00,0 days 00:27:18.800000,0 days 00:16:04,365380313,1315.25,4,1297.5,1333.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,1300,1318,-35.5,{},14372949,vietnamese,
arabia,2025-01-14 22:57:58+00:00,0 days 00:27:18.800000,0 days 00:16:04,365380313,1315.25,4,1297.5,1333.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,1333,1315,35.5,{},5721048,vietnamese,
black_forest,2025-01-17 23:15:20+00:00,0 days 01:05:59.300000,0 days 00:38:49,365991774,912.5,4,910.0,915.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,0,,,,928,911,-5.0,{},14742096,spanish,
black_forest,2025-01-17 23:15:20+00:00,0 days 01:05:59.300000,0 days 00:38:49,365991774,912.5,4,910.0,915.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,1,,,,910,926,5.0,{},21213517,lithuanians,
black_forest,2025-01-17 23:15:20+00:00,0 days 01:05:59.300000,0 days 00:38:49,365991774,912.5,4,910.0,915.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,0,,,,892,877,-5.0,{},6613961,turks,
black_forest,2025-01-17 23:15:20+00:00,0 days 01:05:59.300000,0 days 00:38:49,365991774,912.5,4,910.0,915.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,1,,,,920,936,5.0,{},14590264,romans,
arabia,2025-01-15 17:05:57+00:00,0 days 00:13:47.900000,0 days 00:08:07,365511673,1398.0,2,1388.0,1408.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,1388,1373,-20.0,{},14769189,teutons,
arabia,2025-01-15 17:05:57+00:00,0 days 00:13:47.900000,0 days 00:08:07,365511673,1398.0,2,1388.0,1408.0,False,random_map,False,125283,6,random_map,normal,dark,True,1,,,,1408,1423,20.0,{},18708542,koreans,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1205,1222,0.33333333333325754,{},276752,armenians,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1226,1210,-0.33333333333325754,{},3380677,persians,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1220,1236,0.33333333333325754,{},400033,dravidians,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1227,1211,-0.33333333333325754,{},4248953,saracens,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,True,0,,,,1241,1256,0.33333333333325754,{},3304264,bengalis,
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark,False,1,,,,1212,1196,-0.33333333333325754,{},1810481,berbers,
black_forest,2025-01-16 22:20:23+00:00,0 days 01:04:03.700000,0 days 00:37:41,365767618,649.25,4,694.5,604.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,706,717,90.5,{},4952071,celts,
black_forest,2025-01-16 22:20:23+00:00,0 days 01:04:03.700000,0 days 00:37:41,365767618,649.25,4,694.5,604.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,654,640,-90.5,{},21202553,chinese,
black_forest,2025-01-16 22:20:23+00:00,0 days 01:04:03.700000,0 days 00:37:41,365767618,649.25,4,694.5,604.0,False,team_random_map,False,125283,7,random_map,normal,dark,True,0,,,,683,695,90.5,{},4954666,spanish,
black_forest,2025-01-16 22:20:23+00:00,0 days 01:04:03.700000,0 days 00:37:41,365767618,649.25,4,694.5,604.0,False,team_random_map,False,125283,7,random_map,normal,dark,False,1,,,,554,544,-90.5,{},21529425,khmer,
arena,2025-01-18 00:27:33+00:00,0 days 01:19:04.700000,0 days 00:46:31,366004213,663.0,2,651.0,675.0,False,random_map,False,125283,6,random_map,normal,dark,False,0,,,,651,636,-24.0,{},1051851,franks,
