map,started_timestamp,duration,irl_duration,game_id,avg_elo,num_players,team_0_elo,team_1_elo,replay_enhanced,leaderboard,mirror,patch,raw_match_type,game_type,game_speed,starting_age
arena,2025-01-18 16:31:01+00:00,0 days 00:51:22.100000,0 days 00:30:13,366154709,1022.0,2,1020.0,1024.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 11:01:28+00:00,0 days 00:35:23.300000,0 days 00:20:49,364813816,1075.6666666666667,6,1078.0,1073.3333333333333,False,team_random_map,False,125283,8,random_map,normal,dark
arabia,2025-01-12 14:03:15+00:00,0 days 00:24:54.300000,0 days 00:14:39,364848453,1160.0,2,1153.0,1167.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-12 14:39:11+00:00,0 days 00:45:03,0 days 00:26:30,364856833,1817.5,2,1792.0,1843.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 06:30:28+00:00,0 days 00:00:40.800000,0 days 00:00:24,365439247,458.5,2,447.0,470.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 15:38:50+00:00,0 days 00:13:42.800000,0 days 00:08:04,365497955,1266.0,2,1281.0,1251.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-14 00:13:09+00:00,0 days 00:49:41.800000,0 days 00:29:14,365192335,1813.0,2,1790.0,1836.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-16 19:42:26+00:00,0 days 00:38:25.200000,0 days 00:22:36,365735524,1912.75,8,1826.5,1999.0,False,team_random_map,False,125283,9,random_map,normal,dark
black_forest,2025-01-12 04:25:01+00:00,0 days 01:03:21.200000,0 days 00:37:16,364761859,854.5,6,847.6666666666666,861.3333333333334,False,team_random_map,False,125283,8,random_map,normal,dark
arena,2025-01-18 05:11:43+00:00,0 days 00:58:11.800000,0 days 00:34:14,366050471,808.5,2,808.0,809.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 04:17:47+00:00,0 days 00:32:04.400000,0 days 00:18:52,364760701,784.0,2,780.0,788.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-18 00:54:12+00:00,0 days 00:22:41.700000,0 days 00:13:21,366008463,1516.5,2,1507.0,1526.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-17 19:20:04+00:00,0 days 00:49:29.900000,0 days 00:29:07,365939245,1362.0,2,1376.0,1348.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-14 21:56:33+00:00,0 days 00:54:46.100000,0 days 00:32:13,365369887,1096.5,4,1087.0,1106.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-13 23:54:08+00:00,0 days 00:46:56.900000,0 days 00:27:37,365189431,939.25,8,952.25,926.25,False,team_random_map,False,125283,9,random_map,normal,dark
african_clearing,2025-01-15 11:11:27+00:00,0 days 00:43:27.800000,0 days 00:25:34,365460824,415.0,2,381.0,449.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 01:45:56+00:00,0 days 00:49:58.800000,0 days 00:29:24,365404584,977.1666666666666,6,973.3333333333334,981.0,False,team_random_map,False,125283,8,random_map,normal,dark
hideout,2025-01-14 18:49:23+00:00,0 days 00:34:22.100000,0 days 00:20:13,365331564,1017.5,2,1000.0,1035.0,False,random_map,False,125283,6,random_map,normal,dark
black_forest,2025-01-16 20:51:58+00:00,0 days 01:11:41,0 days 00:42:10,365750829,913.0,4,898.0,928.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-12 20:04:49+00:00,0 days 00:48:50.800000,0 days 00:28:44,364936853,1349.0,2,1347.0,1351.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 16:25:28+00:00,0 days 00:46:46.700000,0 days 00:27:31,365505177,1133.5,2,1135.0,1132.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-18 23:56:49+00:00,0 days 00:49:50.300000,0 days 00:29:19,366255909,963.5,2,961.0,966.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-14 23:22:28+00:00,0 days 01:22:04.900000,0 days 00:48:17,365384091,705.625,8,724.75,686.5,False,team_random_map,False,125283,9,random_map,normal,dark
black_forest,2025-01-18 23:27:46+00:00,0 days 01:20:07.600000,0 days 00:47:08,366250781,668.5,4,675.0,662.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-18 17:52:54+00:00,0 days 00:43:46.500000,0 days 00:25:45,366172413,735.0,2,719.0,751.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-14 03:15:09+00:00,0 days 00:35:42,0 days 00:21:00,365218717,1387.0,4,1374.0,1400.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-13 09:30:48+00:00,0 days 01:02:31.900000,0 days 00:36:47,365053100,938.625,8,945.0,932.25,False,team_random_map,False,125283,9,random_map,normal,dark
megarandom,2025-01-15 16:22:16+00:00,0 days 01:38:27.500000,0 days 00:57:55,365504786,593.75,4,594.0,593.5,False,team_random_map,False,125283,7,random_map,normal,dark
hideout,2025-01-18 07:00:27+00:00,0 days 00:58:10.100000,0 days 00:34:13,366063915,387.0,2,360.0,414.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-18 12:37:23+00:00,0 days 01:00:49.900000,0 days 00:35:47,366105794,895.5,2,888.0,903.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-14 22:50:33+00:00,0 days 00:30:17.300000,0 days 00:17:49,365379043,813.25,4,799.5,827.0,False,team_random_map,False,125283,7,random_map,normal,dark
land_nomad,2025-01-18 08:59:18+00:00,0 days 00:49:33.300000,0 days 00:29:09,366076901,1344.75,4,1341.5,1348.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-16 15:06:46+00:00,0 days 00:41:16.900000,0 days 00:24:17,365686851,821.0,2,835.0,807.0,False,random_map,False,125283,6,random_map,normal,dark
acropolis,2025-01-17 10:51:45+00:00,0 days 00:29:31.400000,0 days 00:17:22,365854556,1236.0,2,1234.0,1238.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-13 09:58:23+00:00,0 days 00:43:09.100000,0 days 00:25:23,365055293,1154.75,4,1176.0,1133.5,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-16 03:58:35+00:00,0 days 00:48:23.600000,0 days 00:28:28,365619282,859.5,2,858.0,861.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 08:52:51+00:00,0 days 00:52:09.700000,0 days 00:30:41,364797210,1405.5,8,1405.25,1405.75,False,team_random_map,False,125283,9,random_map,normal,dark
land_nomad,2025-01-14 20:19:03+00:00,0 days 00:55:18.400000,0 days 00:32:32,365350552,791.375,8,798.25,784.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-13 23:27:34+00:00,0 days 01:21:25.800000,0 days 00:47:54,365185672,360.0,2,320.0,400.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-18 16:29:06+00:00,0 days 00:49:46.900000,0 days 00:29:17,366154303,921.0,6,911.3333333333334,930.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark
arabia,2025-01-17 16:16:01+00:00,0 days 00:27:20.500000,0 days 00:16:05,365903383,1437.0,2,1426.0,1448.0,False,random_map,False,125283,6,random_map,normal,dark
black_forest,2025-01-12 03:13:43+00:00,0 days 01:36:59.100000,0 days 00:57:03,364749832,970.0,4,960.0,980.0,False,team_random_map,False,125283,7,random_map,normal,dark
nomad,2025-01-12 00:34:52+00:00,0 days 00:33:05.600000,0 days 00:19:28,364723229,1429.75,4,1426.0,1433.5,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-18 17:42:19+00:00,0 days 00:14:35.500000,0 days 00:08:35,366170281,1555.5,2,1598.0,1513.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-14 07:02:39+00:00,0 days 01:21:00.300000,0 days 00:47:39,365242371,750.25,4,759.0,741.5,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-12 07:05:22+00:00,0 days 00:54:01.900000,0 days 00:31:47,364784245,906.125,8,890.0,922.25,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-15 14:14:26+00:00,0 days 00:25:28.300000,0 days 00:14:59,365484142,908.0,2,913.0,903.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 05:31:21+00:00,0 days 00:42:47,0 days 00:25:10,365827763,1258.5,2,1296.0,1221.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-18 10:51:43+00:00,0 days 00:20:49.500000,0 days 00:12:15,366090018,1834.0,2,1808.0,1860.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-16 08:37:49+00:00,0 days 00:50:48.100000,0 days 00:29:53,365643689,1409.5,2,1385.0,1434.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-18 05:12:40+00:00,0 days 00:49:09.500000,0 days 00:28:55,366050242,1122.25,4,1164.5,1080.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-18 18:20:44+00:00,0 days 00:40:12.300000,0 days 00:23:39,366178517,1382.0,2,1386.0,1378.0,False,random_map,False,125283,6,random_map,normal,dark
hideout,2025-01-15 21:00:28+00:00,0 days 01:01:05.200000,0 days 00:35:56,365556427,1173.0,2,1187.0,1159.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-16 23:52:08+00:00,0 days 00:04:23.500000,0 days 00:02:35,365781792,1538.0,2,1534.0,1542.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-18 16:59:39+00:00,0 days 00:40:17.400000,0 days 00:23:42,366161233,1552.5,2,1550.0,1555.0,False,random_map,False,125283,6,random_map,normal,dark
lombardia,2025-01-12 04:41:15+00:00,0 days 00:47:36,0 days 00:28:00,364764416,924.75,4,910.5,939.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-15 16:45:10+00:00,0 days 00:35:59,0 days 00:21:10,365508368,1102.5,2,1099.0,1106.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-16 15:16:48+00:00,0 days 00:44:29,0 days 00:26:10,365688518,946.0,2,951.0,941.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-12 21:13:40+00:00,0 days 00:51:44.200000,0 days 00:30:26,364954604,1206.0,2,1205.0,1207.0,False,random_map,False,125283,6,random_map,normal,dark
black_forest,2025-01-17 18:45:01+00:00,0 days 00:19:41.500000,0 days 00:11:35,365931925,993.75,4,987.5,1000.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-12 17:19:23+00:00,0 days 00:45:42.100000,0 days 00:26:53,364894991,932.6666666666666,6,913.6666666666666,951.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark
black_forest,2025-01-14 07:37:26+00:00,0 days 00:55:18.400000,0 days 00:32:32,365244936,772.6666666666666,6,800.6666666666666,744.6666666666666,False,team_random_map,False,125283,8,random_map,normal,dark
arabia,2025-01-15 16:42:08+00:00,0 days 00:55:28.600000,0 days 00:32:38,365507832,1116.5,6,1132.0,1101.0,False,team_random_map,False,125283,8,random_map,normal,dark
arabia,2025-01-16 11:34:40+00:00,0 days 00:06:22.500000,0 days 00:03:45,365658219,1466.5,2,1439.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-14 08:48:35+00:00,0 days 00:02:55.100000,0 days 00:01:43,365250295,883.0,2,878.0,888.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 18:17:23+00:00,0 days 00:40:36.100000,0 days 00:23:53,364909233,1025.375,8,1038.75,1012.0,False,team_random_map,False,125283,9,random_map,normal,dark
megarandom,2025-01-14 02:21:15+00:00,0 days 00:32:48.600000,0 days 00:19:18,365210916,1040.5,2,1025.0,1056.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 14:24:23+00:00,0 days 00:57:05.500000,0 days 00:33:35,364853354,1070.0,4,1090.0,1050.0,False,team_random_map,False,125283,7,random_map,normal,dark
gold_rush,2025-01-18 22:02:10+00:00,0 days 00:52:18.200000,0 days 00:30:46,366233042,829.0,4,816.0,842.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-16 09:38:22+00:00,0 days 00:25:23.200000,0 days 00:14:56,365648276,870.5,2,852.0,889.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-16 00:10:35+00:00,0 days 00:04:26.900000,0 days 00:02:37,365587982,1175.5,2,1172.0,1179.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-12 17:08:56+00:00,0 days 00:57:44.600000,0 days 00:33:58,364892745,1382.5,2,1379.0,1386.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-12 22:26:24+00:00,0 days 00:37:17.200000,0 days 00:21:56,364971261,958.0,2,977.0,939.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-18 21:37:25+00:00,0 days 00:29:53.500000,0 days 00:17:35,366226985,860.25,4,863.0,857.5,False,team_random_map,False,125283,7,random_map,normal,dark
african_clearing,2025-01-18 14:40:28+00:00,0 days 00:49:53.700000,0 days 00:29:21,366130066,1213.5,2,1236.0,1191.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-16 00:30:28+00:00,0 days 00:56:57,0 days 00:33:30,365590534,1095.75,8,1088.0,1103.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-13 20:42:30+00:00,0 days 00:46:51.800000,0 days 00:27:34,365155439,1298.5,2,1270.0,1327.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-17 16:44:00+00:00,0 days 00:47:56.400000,0 days 00:28:12,365908635,1244.875,8,1252.25,1237.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-15 04:07:20+00:00,0 days 00:01:04.600000,0 days 00:00:38,365425013,1093.0,2,1089.0,1097.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-12 12:21:43+00:00,0 days 00:57:03.800000,0 days 00:33:34,364827339,1479.5,2,1465.0,1494.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-18 20:24:41+00:00,0 days 00:35:09.700000,0 days 00:20:41,366208573,831.25,4,828.5,834.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-18 16:08:02+00:00,0 days 00:15:55.400000,0 days 00:09:22,366149514,860.5,2,863.0,858.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-13 13:09:05+00:00,0 days 00:07:47.500000,0 days 00:04:35,365074766,1195.75,8,1198.25,1193.25,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-13 17:44:43+00:00,0 days 00:33:10.700000,0 days 00:19:31,365118836,1625.5,2,1607.0,1644.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-14 22:57:58+00:00,0 days 00:27:18.800000,0 days 00:16:04,365380313,1315.25,4,1297.5,1333.0,False,team_random_map,False,125283,7,random_map,normal,dark
black_forest,2025-01-17 23:15:20+00:00,0 days 01:05:59.300000,0 days 00:38:49,365991774,912.5,4,910.0,915.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-15 17:05:57+00:00,0 days 00:13:47.900000,0 days 00:08:07,365511673,1398.0,2,1388.0,1408.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-18 09:28:07+00:00,0 days 00:27:54.500000,0 days 00:16:25,366080038,1221.8333333333333,6,1222.0,1221.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
black_forest,2025-01-16 22:20:23+00:00,0 days 01:04:03.700000,0 days 00:37:41,365767618,649.25,4,694.5,604.0,False,team_random_map,False,125283,7,random_map,normal,dark
arena,2025-01-18 00:27:33+00:00,0 days 01:19:04.700000,0 days 00:46:31,366004213,663.0,2,651.0,675.0,False,random_map,False,125283,6,random_map,normal,dark
lowland,2025-01-14 19:34:37+00:00,0 days 00:48:23.600000,0 days 00:28:28,365340993,345.0,2,337.0,353.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-16 06:22:28+00:00,0 days 00:15:01,0 days 00:08:50,365633679,1271.125,8,1266.0,1276.25,False,team_random_map,False,125283,9,random_map,normal,dark
arena,2025-01-16 19:55:03+00:00,0 days 00:42:02.800000,0 days 00:24:44,365738198,1443.0,4,1384.0,1502.0,False,team_random_map,False,125283,7,random_map,normal,dark
acropolis,2025-01-13 09:52:38+00:00,0 days 00:41:59.400000,0 days 00:24:42,365054926,1690.0,2,1522.0,1858.0,False,co_random_map,False,125283,66,random_map,normal,dark
arabia,2025-01-12 13:28:04+00:00,0 days 01:15:44.100000,0 days 00:44:33,364840443,875.0,2,874.0,876.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-12 05:41:10+00:00,0 days 00:36:27.900000,0 days 00:21:27,364773264,998.0,2,990.0,1006.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-13 11:16:48+00:00,0 days 00:27:47.700000,0 days 00:16:21,365061929,766.5,2,761.0,772.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-13 21:13:20+00:00,0 days 00:57:42.900000,0 days 00:33:57,365161924,1155.5,2,1108.0,1203.0,False,co_random_map,False,125283,66,random_map,normal,dark
megarandom,2025-01-18 00:51:31+00:00,0 days 00:02:05.800000,0 days 00:01:14,366007947,952.5,6,956.0,949.0,False,team_random_map,False,125283,8,random_map,normal,dark
nomad,2025-01-15 01:40:35+00:00,0 days 00:48:03.200000,0 days 00:28:16,365403712,976.875,8,990.25,963.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-12 06:49:08+00:00,0 days 00:45:42.100000,0 days 00:26:53,364782399,1096.5,2,1096.0,1097.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 14:47:09+00:00,0 days 00:23:03.800000,0 days 00:13:34,365887080,1443.0,2,1439.0,1447.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-12 13:00:50+00:00,0 days 00:55:57.500000,0 days 00:32:55,364834894,1193.0,2,1186.0,1200.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-12 00:54:43+00:00,0 days 00:43:02.300000,0 days 00:25:19,364726431,1417.0,2,1439.0,1395.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 02:45:59+00:00,0 days 00:53:29.600000,0 days 00:31:28,365806724,2149.5,2,2123.0,2176.0,False,random_map,False,125283,6,random_map,normal,dark
hideout,2025-01-17 18:54:33+00:00,0 days 02:14:46.900000,0 days 01:19:17,365933882,992.5,2,988.0,997.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-14 10:23:14+00:00,0 days 00:42:02.800000,0 days 00:24:44,365257707,859.0,2,852.0,866.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-15 03:48:47+00:00,0 days 00:33:27.700000,0 days 00:19:41,365422702,1378.0,2,1377.0,1379.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-16 16:37:40+00:00,0 days 00:59:47,0 days 00:35:10,365701498,109.5,2,88.0,131.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-14 18:58:39+00:00,0 days 00:21:37.100000,0 days 00:12:43,365333360,1226.5,2,1221.0,1232.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 21:35:14+00:00,0 days 00:48:18.500000,0 days 00:28:25,365970026,920.5,2,918.0,923.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-14 23:34:56+00:00,0 days 00:31:40.600000,0 days 00:18:38,365386045,1527.3333333333333,6,1477.3333333333333,1577.3333333333333,False,team_random_map,False,125283,8,random_map,normal,dark
arena,2025-01-15 08:07:17+00:00,0 days 00:55:49,0 days 00:32:50,365446134,428.0,2,416.0,440.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-18 02:08:36+00:00,0 days 00:09:56.700000,0 days 00:05:51,366020479,1532.0,2,1514.0,1550.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-15 16:15:42+00:00,0 days 00:21:42.200000,0 days 00:12:46,365503616,1213.0,2,1200.0,1226.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-13 22:20:40+00:00,0 days 00:24:13.500000,0 days 00:14:15,365174910,1659.5,2,1646.0,1673.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-17 23:01:17+00:00,0 days 00:27:29,0 days 00:16:10,365989205,958.5,2,951.0,966.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-13 18:31:34+00:00,0 days 00:00:30.600000,0 days 00:00:18,365127535,1023.5,2,1017.0,1030.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-16 20:25:23+00:00,0 days 00:40:32.700000,0 days 00:23:51,365744950,832.5,4,826.0,839.0,False,team_random_map,False,125283,7,random_map,normal,dark
lowland,2025-01-14 05:19:26+00:00,0 days 00:14:57.600000,0 days 00:08:48,365233605,1357.5,2,1346.0,1369.0,False,random_map,False,125283,6,random_map,normal,dark
nomad,2025-01-16 05:13:29+00:00,0 days 00:38:43.900000,0 days 00:22:47,365627643,1079.375,8,1115.25,1043.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-17 19:46:35+00:00,0 days 00:47:19,0 days 00:27:50,365944838,1319.0,2,1313.0,1325.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 15:31:13+00:00,0 days 00:28:35.300000,0 days 00:16:49,365895049,999.5,2,998.0,1001.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-14 16:00:58+00:00,0 days 00:29:21.200000,0 days 00:17:16,365302394,1432.5,6,1467.3333333333333,1397.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
megarandom,2025-01-13 14:05:26+00:00,0 days 00:00:10.200000,0 days 00:00:06,365083098,1197.5,2,1200.0,1195.0,False,random_map,False,125283,6,random_map,normal,dark
gold_rush,2025-01-16 15:03:18+00:00,0 days 00:33:31.100000,0 days 00:19:43,365686263,1229.75,8,1236.5,1223.0,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-13 18:11:54+00:00,0 days 01:02:30.200000,0 days 00:36:46,365123667,962.125,8,983.0,941.25,False,team_random_map,False,125283,9,random_map,normal,dark
black_forest,2025-01-17 16:17:59+00:00,0 days 01:06:53.700000,0 days 00:39:21,365903579,1105.5,8,1125.0,1086.0,False,team_random_map,False,125283,9,random_map,normal,dark
megarandom,2025-01-16 01:40:05+00:00,0 days 00:20:52.900000,0 days 00:12:17,365599917,1140.5,2,1133.0,1148.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-12 13:00:34+00:00,0 days 00:04:47.300000,0 days 00:02:49,364834665,871.5,2,881.0,862.0,False,random_map,False,125283,6,random_map,normal,dark
hideout,2025-01-14 09:24:42+00:00,0 days 01:00:41.400000,0 days 00:35:42,365252981,1004.0,2,998.0,1010.0,False,random_map,False,125283,6,random_map,normal,dark
african_clearing,2025-01-14 19:32:42+00:00,0 days 00:53:39.800000,0 days 00:31:34,365340687,1028.0,2,1023.0,1033.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 00:54:21+00:00,0 days 00:30:20.700000,0 days 00:17:51,365397100,1977.0,2,2064.0,1890.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-17 16:44:20+00:00,0 days 00:50:10.700000,0 days 00:29:31,365908753,916.0,2,935.0,897.0,False,random_map,False,125283,6,random_map,normal,dark
lombardia,2025-01-18 15:34:25+00:00,0 days 00:58:18.600000,0 days 00:34:18,366142021,1122.5,4,1103.0,1142.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-17 16:51:15+00:00,0 days 00:39:31.500000,0 days 00:23:15,365910151,1119.5,2,1119.0,1120.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-15 21:45:23+00:00,0 days 00:47:42.800000,0 days 00:28:04,365565482,1557.0,2,1573.0,1541.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-12 03:44:10+00:00,0 days 00:03:22.300000,0 days 00:01:59,364755187,1816.0,2,1816.0,1816.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 08:21:18+00:00,0 days 00:48:16.800000,0 days 00:28:24,365447204,1693.5,2,1677.0,1710.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-12 09:48:57+00:00,0 days 00:29:53.500000,0 days 00:17:35,364804139,352.0,2,328.0,376.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-18 14:33:17+00:00,0 days 01:09:08,0 days 00:40:40,366128361,1187.1666666666667,6,1181.6666666666667,1192.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
land_nomad,2025-01-18 14:52:40+00:00,0 days 01:01:06.900000,0 days 00:35:57,366132591,1197.375,8,1196.75,1198.0,False,team_random_map,False,125283,9,random_map,normal,dark
megarandom,2025-01-12 01:27:47+00:00,0 days 00:32:43.500000,0 days 00:19:15,364731903,874.5,2,874.0,875.0,False,random_map,False,125283,6,random_map,normal,dark
land_nomad,2025-01-15 20:33:34+00:00,0 days 01:12:09.900000,0 days 00:42:27,365551130,977.0,4,973.0,981.0,False,team_random_map,False,125283,7,random_map,normal,dark
lombardia,2025-01-12 18:17:18+00:00,0 days 01:26:08,0 days 00:50:40,364909219,1138.5,6,1123.3333333333333,1153.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
arabia,2025-01-14 11:05:23+00:00,0 days 00:26:10.800000,0 days 00:15:24,365261367,1151.0,2,1132.0,1170.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 10:07:00+00:00,0 days 01:00:44.800000,0 days 00:35:44,365455335,1760.5,2,1748.0,1773.0,False,random_map,False,125283,6,random_map,normal,dark
acropolis,2025-01-14 03:28:31+00:00,0 days 00:31:13.400000,0 days 00:18:22,365220644,1352.0,2,1311.0,1393.0,False,random_map,False,125283,6,random_map,normal,dark
black_forest,2025-01-16 14:41:31+00:00,0 days 00:21:28.600000,0 days 00:12:38,365682883,932.0,8,933.5,930.5,False,team_random_map,False,125283,9,random_map,normal,dark
arabia,2025-01-18 18:55:13+00:00,0 days 00:58:20.300000,0 days 00:34:19,366186557,778.0,2,760.0,796.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-18 15:31:53+00:00,0 days 00:30:22.400000,0 days 00:17:52,366141634,1469.0,2,1467.0,1471.0,False,random_map,False,125283,6,random_map,normal,dark
arena,2025-01-18 23:38:08+00:00,0 days 00:28:08.100000,0 days 00:16:33,366252583,1282.0,6,1301.3333333333333,1262.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
arena,2025-01-18 09:40:49+00:00,0 days 00:58:37.300000,0 days 00:34:29,366081530,1222.5,6,1227.3333333333333,1217.6666666666667,False,team_random_map,False,125283,8,random_map,normal,dark
arena,2025-01-16 23:01:02+00:00,0 days 00:49:06.100000,0 days 00:28:53,365774353,1136.0,2,1147.0,1125.0,False,random_map,False,125283,6,random_map,normal,dark
megarandom,2025-01-15 18:00:28+00:00,0 days 00:45:52.300000,0 days 00:26:59,365520971,1239.25,4,1223.5,1255.0,False,team_random_map,False,125283,7,random_map,normal,dark
arabia,2025-01-12 05:54:21+00:00,0 days 00:20:12.100000,0 days 00:11:53,364775154,1506.5,2,1506.0,1507.0,False,random_map,False,125283,6,random_map,normal,dark
arabia,2025-01-15 11:42:57+00:00,0 days 00:17:49.300000,0 days 00:10:29,365464034,1784.5,2,1768.0,1801.0,False,random_map,False,125283,6,random_map,normal,dark
